onca;caseiro;fake news;comment_text;;;;;
neutro;neutro;não;Moço, eu prefiro sem sombras de dúvida encontrar com uma onça do que dois caras numa moto;;;;;
neutro;neutro;não;Kkkkkkkkk 2 caras em cima da moto no RJ são mais perigosos que uma onça!!! Muito bom!!! Pura verdade!!!;;;;;
neutro;neutro;não;Nossa!!<br>Kkk Deve ser muiti difícil entender que a selva é selvagem 😊k;;;;;
neutro;neutro;não;Geral fica indignado do Richard ser Playboy, e conseguir viajar o mundo fazendo exploração e pesquisas , enquanto os críticos teorizam o Richard vive.;;;;;
neutro;neutro;não;Boa! E se ela chegar, grite mais alto quanto puder;;;;;
neutro;neutro;não;Nossa que massa !!! Juntar os dois biólogos foi de mestre hem? Parabéns 👏🏻;;;;;
neutro;neutro;não;Eu acho  que foi abatida na hora que  atacou eles...só que os cara abafaram o caso;;;;;
neutro;neutro;não;É tão bom ouvir uma conversa de qualidade;;;;;
neutro;neutro;não;o que leva um adulto a meter uma tatoo do kratos na cara?;;;;;
neutro;neutro;não;@@lfkneipTu precisa de terapia urgente!;;;;;
neutro;neutro;não;"Sim, esse Richard vai pro mato de verdade; não fica só em casa gravando 😅";;;;;
neutro;neutro;não;Eu queria entender uma coisa, a câmeras filmou a onça andando no local, e a morte do senhor a câmera não pegou em nenhum momento?;;;;;
neutro;neutro;não;O Henrique acabou atravessando a conversa;;;;;
neutro;neutro;não;Pra vocês que não tem noção da força da onça, pega um gato com fome joga um pedaço de carne e segura ele vc vai ver a força agora é só multiplicar por 1000;;;;;
neutro;neutro;não;Levou paulada hein!!!!;;;;;
neutro;neutro;não;O conselho fos especialistas entao é se em caso de trombar com uma onça e ela vier na sua direção é pra eu correr em direção a ela levantando os braços? 😂😂😂 coe cara;;;;;
neutro;neutro;não;Que emocionante 🐂;;;;;
neutro;neutro;não;Coisa do outro mundo 😂;;;;;
negativo;neutro;não;Pois é  um absurdo  se fose um bandido nem seria preso🤔;;;;;
neutro;neutro;não;Bingo! 😅;;;;;
negativo;neutro;não;Era só  o que faltava! Já, já seremos responsabilizados pela extinção dos Dinossauros! Tem hora que parece que o mundo foi criado para os animais, sendo que a nós, seres humanos, sobraria o papel de alimento e, com muita sorte, de Pet! E para quê ter cidades, escolas, hospitais, universidades, lavouras, fábricas e etc.? Aliás, o mundo poderia ser uma grande floresta...;;;;;
neutro;neutro;não;Duas feras! Nossos biólogos ❤;;;;;
neutro;neutro;não;​​@@edvaniosantana9587 falaram no começo do video, ai ele tá repetindo pra pagar de inteligente kkkkkkkkkkkk;;;;;
neutro;neutro;não;"Cara, meu deus, o quê está virando a internet?! Ou melhor, os comentários de internet... Tava demorando para aparecer aqui um comentário exatamente desse tipo, &quot;juíz&quot; comportamental de podcast... Simplesmente o assunto, o tema, que se danem.. Estou aqui para observar se fulano e/ou beltrano são passíveis de críticas... - Parabéns A e B, vcs se comportaram exatamente como eu gostaria... - É lindo de ver.. - Vcs são ótimos... 🤦🏻‍♂️🤦🏻‍♂️<br>Aí me pergunto: e se tivessem sido extremamente bagunçados, falando por cima do outro, mas o assunto, o tema, se tornasse extremamente interessante?? Podcast foram criados para serem mais informais mesmo... Pra ser bem espontâneo... Cada um tem um jeito de ser... Quem tiver essa curiosidade, passa nos comentários do Ticaraticast, do Bola e Carioca, só pra ver a quantidade de gente nque vai exclusivamente nos comentários pra julgar o carioca.. Xingar o cara, criticar o cara, porque ele, no podcast DELE, se comporta inadequadamente de acordo com o seu julgamento.... Enfim, esse é o novo mundo no qual estamos nos aprofundando... E cá estou, sendo &quot;juíz&quot; de comentários alheios ... 🤷🏻‍♂️";;;;;
positivo;neutro;não;OS HUMANOS TEM Q DEIXAR É OS ANIMAIS EM PAZ! PARAR DE INVADIR O HABITATE D3LES PQ DEUS CRIOU O MUNDO PRA TODOS E TODOS TEM O DIREITO A VIDA . OS HUMANOS ACHAM Q SÓ  ELES TEM O DIREITO DE VIVER NESSE MUNDO .;;;;;
negativo;neutro;sim;Aqui na minha cidade tinha uma onça e um velho desafortunado. A onça estava magra e com certeza passando fome, o velho certamente parecia uma presa fácil. A onça arrancou a cabeça dele e o comeu.<br><br>Encontraram apenas os dedos do pé.;;;;;
positivo;neutro;não;Mas é a vdd amigo, o ser humano é destruidor por natureza, tem prazer nisso, é bem complicado falar sobre, mas é a vdd. O ser humano não tá destruindo o habitat dos animais, está destruindo o planeta todo kk;;;;;
neutro;neutro;não;Há um boato grande na região de que mataram uma das onças ao resgatar o corpo.;;;;;
neutro;neutro;não;Desfocou o assunto em diversas vezes.;;;;;
neutro;neutro;não;A seva é alimento deixado pra atrair algum animal, no caso, uma onça sevada é uma onça que é tratada por alguém;;;;;
neutro;neutro;não;Barriga vazia;;;;;
neutro;neutro;não;Oloco! Este cara não deixa o outro falar!;;;;;
neutro;neutro;não;Com o final da guerra do Viatnã , os tigres encontravam muitos cadáveres de soldados mortos ,e acostumaram com a carne humana, com o final da guerra os felinos continuaram predando humanos, atacando aldeias, e desviando das armadilhas ao redor das aldeias.;;;;;
neutro;negativo;não;"@gabrielipa3496  eu tô falando da semelhança na questão de filmar ursos( inclusive dizem que o urso que matou ele estava nas filmagens) e a onça( ou as onças) que mataram o Jorge apareceram nas câmeras de segurança meses antes do ataque <br><br>E principalmente na questão da previsão, o Timothy falava quase sempre nas filmagens da possibilidade de ser comido por ursos, e no caso do Jorge o cunhado dele falou que &quot;a onça vai comer o Jorge&quot; uma semana antes do ataque<br><br>Essas são as semelhanças na minha opinião";;;;;
neutro;neutro;não;Não corro  nem de cachorro! Não adianta nada, enfrenta e intimida.;;;;;
neutro;neutro;não;Show de bola, irmão ! 👍🏻;;;;;
neutro;neutro;não;É que a piada foi ruim mesmo... Hahhahahaahhqahahaahahahhahqhqhqqh;;;;;
neutro;neutro;não;Eu adoro os dois biólogo mais querido do Brasil;;;;;
neutro;neutro;não;Poisé, mas quando a onça ataca, a comoção nacional faz parecer que esses indivíduos mencionados nunca existiram, ou fizeram algo pra alguém!;;;;;
negativo;neutro;não;Aqui na zona rural de Manaus, BR174. Onças ja mataram crianças e homens adultos, mas nessas situações apenas rasgaram o peito do homem coração exposto e as crianças tiveram o estômago rasgado apenas. Não comeu nada.obs: onças diferentes, pois a distância e o intervalo de tempo seria impossível ser a mesma.;;;;;
neutro;neutro;não;A formação do Richard é tardia e veio sob muita pressão da comunidade da biologia... Biologia de campo, não mata animal pra exibir em TV 😂;;;;;
neutro;neutro;não;Como o Vilela é limitado. 😂😂😂;;;;;
neutro;neutro;não;​@@ruvlimaé lógico, ele não quer problemas.. De bobo o vilela não tem nada kkkk;;;;;
neutro;neutro;não;Esse cenário do inteligente Ltda é muito f0d4 as luzes as cores me dá um mix de sensações;;;;;
neutro;neutro;não;“Se correr o bicho pega, se ficar o bicho come” 😂<br><br>Mas pelo pouco de entendimento, o levantar dos braços, fazer uma sinalização de garras, dará um “sinal” ao animal que você é um predador, pelo fato de mostrar o enfrentamento também… acredito que foi essa ideia!;;;;;
neutro;neutro;não;Correr sempre é a pior opção. Se enfrentar, você ainda tem alguma chance de intimidá-la, mas se correr, já era, ela vai te ver como presa - e você não conseguirá correr mais do que ela.;;;;;
neutro;neutro;não;Se fosse a mesma onça que comeu aquele senhor ,pelo fato de ser pega tão rapidamente ela ainda estaria com marcas de sangue na cara;;;;;
neutro;neutro;não;Pra esses tiro o chapéu, os dois melhores expert no assunto. Parabéns pelo encontro👍;;;;;
neutro;neutro;não;Sensacional a capacidade de absorver conhecimento com esses dois!;;;;;
neutro;neutro;não;Pois é kkkk,um animal selvagem,equipado naturalmente para predar,traiçoeira,que chance um ser humano desarmado tem contra um bicho destes,kkk;;;;;
neutro;neutro;não;Claro,o outro biólogo,o Henrique, praticamente não deixou o Richard falar.;;;;;
neutro;neutro;sim;"Li comentários de pessoas que vivem lá falando isso. Faz sentido, pois uma das onças atacou um socorrista. Eles não iriam deixar barato. Acho que mataram uma e capturaram a outra. Por isso tinham tanta certeza que se &quot;tratava&quot; da onça. 2 machos, um morreu e o outro foi pego.";;;;;
neutro;neutro;não;Esses 02 entendem de bichos, mas infelizmente moramos em uma pais que os que entendem mesmo da sua profissão são descartados para a grande mídia. Apenas pelo motivo de não apoiarem a patota e agendas esquerdistas;;;;;
neutro;neutro;não;Nunca que vou acreditar que isso foi um ataque de onça. Até que em algum dia  aparecer resultado comprobante.;;;;;
neutro;neutro;não;Viva na mata com elas e outros animais. Será bem feliz!;;;;;
neutro;neutro;sim;Sim tem Imagens do Ataque! Porém a Família não Vai divulgar! Aumentaria o sofrimento....😢;;;;;
neutro;neutro;não;Não estou falando de mostrar, estou falando se falaram que a câmera pegou o acontecido era isso que queria saber e não que jogasse no aplicativo para ver.;;;;;
neutro;neutro;não;Quem sabe de verdade são aqueles quê vive o dia dia nesses lugares, principalmente os índios...;;;;;
neutro;neutro;não;Vcs dao palco para Biologo henrique gente ,esse cara não entende nada de bicho, maior cara aparecido q tem;;;;;
neutro;neutro;não;Meu Deus... Esse Henrique  é sábio  de boca calada!;;;;;
neutro;neutro;não;Ele é biólogo. Estuou e certamente sabe do que está falando. E você... você é oq mesmo??;;;;;
neutro;neutro;não;Quem tem que dominar sobre a natureza é o homem.;;;;;
neutro;neutro;não;Um salve do SANA-RJ mestre Henrique!!;;;;;
negativo;neutro;sim;"Tá maluco, sou de Rondônia cresci ouvindo e vendo histórias sobre pessoas que foram devoradas por onças isso sempre aconteceu porém com a internet isso tá começando a chegar no &quot; Brasilsão&quot; ..";;;;;
neutro;neutro;não;Grande Richard. Muita vivência e pesquisa de campo. Esse não é mais um especialista em sobrevivência de YouTube e cadeira gamer.;;;;;
neutro;neutro;não;Tive o prazer de encontrar Richard aqui na cidade. Pensa em um cara tranquilo, humilde, que transmite uma paz absurda.  Um dia ainda terei o prazer de encontrar também o Biólogo Henrique.;;;;;
neutro;neutro;não;oque eu estou observando nesta entrevista e quê, toda vez quê  o Richard está concluindo o assunto esse  Henrique entra no assunto e não deicha o verdadeiro profissional dar uma aula pra ele aprender um pouco,ai o Richard com sua humildade e educação fica em silêncio, se esse Henrique fosse mais educado e humildade ,ele teria mais seguidores em seu canal,ele e pura arrogância!;;;;;
neutro;neutro;não;Richard e melhor professor de todos biólogo de verdade raiz ja morou no Mato;;;;;
negativo;neutro;sim;Não é comum pq não damos bobeira, quero ver se vc ficar indefeso em uma floresta e der de cara com uma onça se ela vai te predar ou não só pq tu é humano, é muita conversa fiada em dizer que uma onça não preda humanos;;;;;
neutro;neutro;não;Verdade!;;;;;
neutro;neutro;não;Eu vi o leão empalhado que matou mais de 20 pessoas na África nós anos 70.;;;;;
neutro;neutro;não;@@Welbio comentário besta ein;;;;;
neutro;neutro;não;Excelente vídeo! 👏🏻👏🏻👏🏻;;;;;
neutro;neutro;não;@InteligenciaRevolucionaria  se vc assistiu o vídeo notou que toda vez que o Richard ia falar algo interessante o outro biólogo interrompia...;;;;;
negativo;neutro;não;Nesse caso ela estaria rondando a casa onde o jorge estava...;;;;;
neutro;neutro;não;"&quot;Richard foi acusado por pescadores do Amazonas de lhes ter pago cem reais para abater uma fêmea prenha de boto rosa durante uma gravação, para forjar uma denúncia de abate daqueles animais, as imagens foram ao ar no programa dominical televisivo Fantástico em julho de 2014.&quot;";;;;;
neutro;neutro;não;Eles ficam elocubrando,  viajando e não respondem por que seu Jorge foi morto !;;;;;
neutro;negativo;não;Alimentou a onça e a onça foi atrás de alimento.;;;;;
neutro;neutro;não;Esse Rasmussen é um dos caras mais mentirosos do Brasil, ele nunca tem os vídeos para comprovar, sempre acontece algum problema hahahahaha;;;;;
neutro;neutro;não;Se fosse seu pai na situação do caseiro queria ver falar isso;;;;;
neutro;neutro;não;Seu nome parece mais de bot​@@Knelpz;;;;;
negativo;neutro;não;Ainda acho o índio de iPhone com mais razão.  Escreveu não leu.....pau;;;;;
neutro;neutro;não;"Explica &quot;cada um no seu quadrado &quot;";;;;;
neutro;neutro;não;A terra inteira é quadrado para o ser humano...Deus ordenou ao ser humano o domínio sobre a natureza kkk;;;;;
neutro;neutro;não;Parabéns biólogo Henrique e Richard.<br>Gosto muito de vocês dois.<br>Bastante conhecimento em um vídeo muito explicativo 👏👏👏👏;;;;;
neutro;neutro;não;meu pai fez uma expedicao de kayak ao rio miranda recentemente e relatou que la havia uma area que usavam pra alimentar as oncas para turistas tirarem fotos e foi bem aonde as oncas comiam que eles acamparam inclusive fizeram peixes e carnes so deixaram os restos cujo quais nao estavam na manha seguinte mas ngm se machucou ou saiu ferido gracas a deus de manha m frente as barracas so haviam rastros e pegadas;;;;;
neutro;neutro;não;Antes eu não gostava do Biólogo Henrique, mas depois desse podcast mudei de opinião 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾;;;;;
neutro;neutro;não;Isso que é entrevista, os dois especialistas top. um respeitando o tempo do outro. e sabem o que estão falando...;;;;;
neutro;neutro;não;Henrique é biólogo na teoria<br>Richard   é biólogo na prática<br>Kkkkkkkk;;;;;
neutro;neutro;não;ela te falou?;;;;;
neutro;neutro;sim;O homem pérde para o mosquito da dengue  , não vai perder pra onça  😊😊😊<br>Perdi 4 colegas de trabalho comidos pôr onça no município de Vilhena no estado de Rondônia  , 😊😊😊;;;;;
neutro;neutro;não;Especialista igual do INSS e os velhos roubados, kkkkkkkkkkkkkkkk.;;;;;
neutro;neutro;não;2 caras que são feras no assunto.<br>E traduzindo o assunto o homem e o câncer do planeta acaba com os animais acaba com a natureza;;;;;
neutro;neutro;não;Nesse angu tem caroço, tem muito mistério nesse caso, com certeza o Richard tem imagens da onça, aí ele fala que talvez tenha e se tem as imagens são de má qualidade 😏  era só comparar pra saber se é a mesma onça do ataque;;;;;
neutro;neutro;não;​@@Senhormeupastornadafaltará-q4k e precisa tá no mato pra saber?;;;;;
neutro;neutro;não;@@kinggohan026 o Henrique já trabalhou em fiscalização, noutro podcast ele falou dos flagrantes que deu em traficantes de aves;;;;;
neutro;neutro;não;@@Andersoncapixabaexatamente.;;;;;
neutro;neutro;não;cada um fala o que têm vontade  fé falar,quem não quer falar não entra no assunto, Biólogo bom é  aquele quê vai a campo e mostra as coisas na íntegra, assim fica mais fácil da gente entender o conteúdo do assunto  a set tratado,Richard e o melhor, e mais humilde!;;;;;
neutro;neutro;não;Richard, nota dez,excelente profissional, o melhor quê apareceu até agora!;;;;;
neutro;neutro;não;Esse tipo de fato é difícil de guardar. O cara conta em casa, esposa conta para parentes e por aí vai...;;;;;
neutro;neutro;não;Falaram falaram e não disseram nada 😅, sou mais o da aldeia pra dá aula pra esses dois 😅😅😅;;;;;
neutro;neutro;não;Resumindo se for o dia do cara não tem jeito vai vira marmita a morte vem no dia certo se tiver o livramento é pq não era o dia;;;;;
neutro;neutro;não;ele não se interessou por esse assunto;;;;;
neutro;neutro;não;​@@etsu10etsu não tem registro dele alimentando a onça mas aparentemente no pesqueiro que ele trabalhava ela era cevada por turistas e guias;;;;;
negativo;neutro;não;Aqui na bahia houve um ataque no inicio do ano em Cafarnaum, Proximo de morro do chapéu;;;;;
neutro;neutro;não;​@@Jeferson-p6ptem a onça do cerrado, mas ela é bem menor em quantidade que a do Pantanal, por isso ninguém fala nada.;;;;;
neutro;negativo;não;nao tem semelhança nenhuma esse cara vivia com os ursos praticamente kkkk;;;;;
neutro;neutro;não;​@@xkirathxpior q o bicho é inteligente msm, nem deixou o  Richard falar kkkkkkkkk;;;;;
neutro;neutro;não;"Quem lembra do &quot; Kelvin&quot; da like";;;;;
neutro;neutro;não;sabe, atrás do pc do kratos tem uma selva;;;;;
neutro;neutro;não;Não confundir quem é assim é o Vilela.;;;;;
neutro;neutro;não;Kkkkkkk;;;;;
neutro;neutro;não;O que é onça sevada?;;;;;
positivo;neutro;não;​@@DAVI-LDI Ainda prefiro a onça;;;;;
neutro;neutro;não;Esse biólogo Henrique é um chiliqueiro de internet. Arrogante ao extremo que vive menosprezando outros que também frazem o mesmo que ele na internet, que nada mais é que reagir aos vídeos de outros. Arrota o tempo todo seu diploma para justificar sua arrogância. Recordo-me da bela resposta que o Bruno do canal INDOMÁVEIS que deu uma bela de uma resposta a esse Henrique. Quanto ao Rasmussen é um cara bacana, comedido e respeitador.;;;;;
negativo;neutro;não;Parem de enfatizar! Esse animal já vinha espreitando esse homem a tempo;;;;;
negativo;neutro;não;Só temos que agradecer aos povos indígenas.. imagina você andar pela rua e se deparar com animais ferozes. Biólogos só sabem romantizar animais selvagens, entre um animal selvagem ou a minha espécie, eu fico com a minha espécie!;;;;;
positivo;neutro;não;Concordo com você elas sempre fogem da gente, também sou militar, servi na Amazônia. Agora se alguém acostumar ela com comida ela perde o medo!!!;;;;;
neutro;neutro;não;Adoraria assistir, mas esse cara que nunca deve ter saído de Macaé querer trocar experiências com o RIchard e pior, não deixa ninguém falar. Só ele acha que sabe tudo, arrogância de biologia de foto. Certamente vai querer falar de leão (que só deve ter visto no zoo do Rio... Dá não.<br>Quando for só o Richard eu assisto.;;;;;
neutro;neutro;não;Eram três onças brigando no vídeos onde o Jorge ainda estava vivo .;;;;;
neutro;neutro;não;Muito legal ver os dois juntos!❤;;;;;
neutro;neutro;não;Richard Rasmussen e Biólogo Henrique... top. Os caras sabem muito. Show de entrevista, Vilela.;;;;;
negativo;neutro;não;se até um cachorro pega uma pessoa fácil, imagine uma onça velha mas experiente;;;;;
negativo;neutro;não;1 MILHÃO DE ONÇAS ATÉ MAIS NÃO VALE A VIDA DE UM SER HUMANO.;;;;;
positivo;neutro;não;A questão aqui não se trata do valor do animal selvagem em relação ao ser humano, mas sim do conflito humano entre comoção e consciência. Nós humanos sentimos muito pela perda trágica de nossos semelhantes, porém, como seres racionais, devemos ser mais conscientes do que emotivos na tomada de nossas decisões e nas visões de justiça sobre a natureza. O animal caça outros por necessidade, sem consciência de código moral ou ético — essa é sua natureza e por isso não dividimos o mesmo espaço. Abater o animal não traz de volta quem ele matou e tampouco traz justiça, uma vez que o animal age por instinto, não pelo conceito humano de maldade. As pessoas defendem essa lógica porque é fundamentada na manutenção natural dos ecossistemas, que por consequência mantém o equilíbrio necessário para a estabilidade de nossas sociedades, e não porque o animal supostamente valeria mais que o ser humano.;;;;;
neutro;negativo;sim;Verdade é:<br>Veio alimentava a Onça.;;;;;
neutro;neutro;sim;Houve um caso aqui na Amazônia, próximo a Santarém, Pa,  uma avião caiu na mata com 3 pessoas a bordo. Quando encontraram os corpos , estavam com indícios de terem sido comidos por onça.;;;;;
negativo;neutro;sim;O homem acaba com tudo 😅eos idiotas beta dizendo k somos presas fácil 😅😅😅;;;;;
neutro;neutro;não;Não deixam o Richard falar...;;;;;
neutro;neutro;não;Onça ataca por trás e com uma única mordida no crânio, vc acha que vai conseguir sacar e usar um spray? No mínimo vc tem que usar uma faca afiada pra ter uma pequena chance.;;;;;
neutro;neutro;não;Nãããã onça não ataca ninguém não, essa devia ser uma anomalia daquele do filme Matrix;;;;;
neutro;neutro;não;Moro no meio da Floresta Amazônica, vim a trabalho, o que posso dizer é que toda vez que sinto cheiro de onça eu tranco o butão. KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK      Inclusive daqui a meia hora estou indo pra mais uma trilha.;;;;;
neutro;neutro;não;Os humanos sempre viveram caçando a megafauna. Essa ideia do ser humano como sendo um animal frágil é falsa, sempre fomos terríveis, não devido unhas e dentes, mas devido nossas lanças, armadilhas e fogo. E hoje temos tapados achando que devemos viver nos alimentando só de plantas 😂;;;;;
neutro;neutro;não;O assunto do vídeo não era violência urbana. O biólogo devia se concentrar no tema central.;;;;;
neutro;neutro;não;Esse Henrique é biólogo de video, kkkk nunca vi video dele no mato , kkkkk;;;;;
neutro;neutro;não;​@@Senhormeupastornadafaltará-q4k também pensei isso, é importante uma experiência prática.;;;;;
neutro;neutro;não;Porque Leandro  não participou!?;;;;;
neutro;neutro;não;Como assim dois caras na moto no Rio é mais perigoso 🤷🏾‍♂️ vcs sempre tem que optar pelo RJ como exemplo ruim...Mano, que parada chata, deixa a gente fora desses exemplos...;;;;;
negativo;neutro;não;"Não se trata do &quot;sabor&quot; da carne, mas a onça aprende que é muito mais facil de predar um ser humano, que uma presa natural..";;;;;
neutro;neutro;não;Acabe com a água doce e aguas parados, aí n terá nenhum lugar para eles colocarem filhotes;;;;;
neutro;neutro;não;Deixa eu adivinhar, você acordou do sonho!!;;;;;
neutro;neutro;não;Showw 2 lendas.;;;;;
neutro;neutro;não;O tatu gigante ou canastra talvez ainda existe algum aqui pelos lados da serra da Canastra, até pouco tempo perto de Uberaba  existia alguns;;;;;
neutro;neutro;não;​@@Welbiogrita bastante ai cachorra...;;;;;
neutro;neutro;sim;Posso afirmar pra vcs que a onça que matou o Jorginho já foi abatida e faz tempo. Essa aí foi só pra acalmar a imprensa;;;;;
neutro;neutro;não;Ela atacou a equipe de buscas e fugiu após disparos de alerta (pelo menos foi divulgado assim);;;;;
neutro;neutro;não;cara ficou quieto o corte todo e quando fala , n pode falar  ? tá ali pra q caralho. Cara é professor tem q falar. Richard tem de monte de conteúdo dele, Henrique quase n aparece em lugar nenhum;;;;;
neutro;neutro;não;sim nao é ela é minha tia e ta livre e solta ainda;;;;;
neutro;neutro;não;Esses dois são os mais feras!;;;;;
neutro;neutro;não;Richard tem vida prática, dentro do mato msm;;;;;
neutro;neutro;não;"Vilela vc é um pe no saco. Nao surpreende com suas perguntas, analises, senso critico. Só repete o óbvio e faz o retórico. Suas perguntas e analises sao intediantes...   &quot;Inteligência&quot; no nome é uma contradição... devia se chamar &quot;bobalhão&quot;... o que salva seu podcast sao os convidados que ainda aceitam ir.";;;;;
neutro;neutro;sim;tem video cara, só não mostraram nos jornais porque é algo pesado pra mostrar na “tv”;;;;;
neutro;neutro;não;Ou seja o bicho homem DESTRÓI TUDO!!! Fauna e flora 😡😡;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=219"">3:39</a> kkkkkkkkkkkkk";;;;;
neutro;neutro;não;Quanta baboseira;;;;;
neutro;neutro;não;Todo vídeo biólogo Henrique (e raro mais n quer dizer que n acontece )tem que procurar um professor kkk n guenta mais;;;;;
neutro;neutro;não;Exatamente, busquem conhecimento;;;;;
positivo;neutro;não;Tratam o animal como um assassino que planejou e matou um humano .Parem de matar os alimentos naturais das onças, de matá-las traficá- las, de invadir seu HABITAD,  de colocar fogo na mata, que os animais nao matarão mais ninguém.;;;;;
negativo;neutro;não;O termômetro é a fome;;;;;
neutro;neutro;não;Descansa em pança igual o pai do kiko o federico engolido por uma baleia 🐳;;;;;
neutro;neutro;sim;Tem, mas vai mostrar pra que??;;;;;
neutro;neutro;sim;"@@JoselitaSantosdeSantana eu entendi vc...eu tinha essa dúvida também! Mas realmente as câmeras do pesqueiro registraram o ataque! E tem um áudio de um Sobrinho do senhor que foi vitimado relatando o que ele viu nas Imagens! Se vc procurar vc consegue ouvir esse áudio...o Canal&quot; os indomaveis mostrou esse audio";;;;;
neutro;neutro;não;vc deve estar louco. Só pode.;;;;;
neutro;neutro;não;Você que é Phoda! 😂😂😂;;;;;
neutro;neutro;não;Onça atraída com peixe, tipo, as pessoas jogam peixes pra onça se aproximar e elas acabam se acostumando a estar por perto.;;;;;
neutro;neutro;não;"O termo correto é &quot;ceva&quot;";;;;;
neutro;neutro;não;e se um macaco comer carne humana?;;;;;
neutro;neutro;não;Depois  dizem que nós  somos  os maiores predadores  e  estamos no  topo  da  cadeia  alimentar. Não sei  como. Quem  foi o imbecil que  inventou isso?;;;;;
negativo;neutro;sim;Voseis. Não. Sabi. Di. Nada  osa. Comi. Quel. Qer. Coisa. Comi. Jeito. Sim. Comi. Tudo.;;;;;
neutro;neutro;não;o jeito é morrer lutando;;;;;
neutro;neutro;não;A culpa de tudo isso é do próprio ser humano o homem está invadindo Território que não pertence a eles;;;;;
positivo;neutro;não;Tiraram um animal da natureza por pura ignorância , a idiotice e maldade humana sempre à frente ...agiu pelo seu instinto natural pra se alimentar ,quer morar no habitat do bicho faz uma proteção adequada na casa !!!;;;;;
neutro;negativo;não;Bem dito, o babaca cevava a onça. <br>Quando não tinha mais peixe para comer, adivinhe oque ela comeu?;;;;;
neutro;neutro;não;Fika x1 com ele isso QE nois que saber c vc guenta <br>Ou vai correr ou fika AE fala com ele ou ela nois conversa;;;;;
neutro;neutro;não;Eu sei que acontece mas vc fika falando dos nossos gatinhos..;;;;;
neutro;neutro;não;Tinha vários animais neh;;;;;
neutro;neutro;não;Povos indígenas sempre teve aqui.;;;;;
neutro;neutro;não;Povos indígenas já estavam aqui antes d vc nascer;;;;;
neutro;neutro;não;Povos indígenas já estavam aqui e tem d vcs😮;;;;;
neutro;neutro;não;Kkkkkkkkkkkk<br>Henrique defende a onça com todas as forças 😂😂😂;;;;;
neutro;neutro;não;As duas melhores lendas vivas <br>Temos no nosso brasil <br>Parabéns aos dois;;;;;
neutro;neutro;não;O Henrique dá um show de conhecimento a parte!<br>Top demais 👏👏👏👏👏;;;;;
neutro;neutro;não;Isso mesmo 👏👏👏;;;;;
neutro;neutro;não;onça vai la pra comer o resto dos peixe.;;;;;
neutro;neutro;não;Tira esse biólogo Henrique Sena não sabe nada só teoria biólogo de Google esse Henrique;;;;;
neutro;neutro;não;Não sei se o Vilela é burro ou se faz de burro;;;;;
neutro;neutro;não;Tem muito biólogo dizendo que onça NÃO ATACA seres humanos, o problema é não ter esse bom senso de dizer NÃO COSTUMA, quando quem pesquisa descobre que já houveram diversos ataques e inclusive predação.;;;;;
neutro;neutro;não;Gente chama o Serjão berranteiro o matador de onça ,com ele não tem talvez ,com ele as onças miam igual gato;;;;;
neutro;neutro;não;Biologo Henrique super simpático e muito inteligente. Da pra ver que ele é muito apaixonado pela biologia.;;;;;
neutro;neutro;não;Sou de Marabá-PA;;;;;
neutro;neutro;sim;E ainda assim só uma caso foi noticiado recentemente, pra não causar alarde 😢;;;;;
neutro;positivo;não;O seu Jorge morreu e ninguém fala da família dele  agora a onça é mais importante que a família do seu Jorge;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=149"">2:29</a> Tipo os gatos que, antes de partir pro fight físico com o inimigo, fazem toda aquela postura arrepiados ficando “de lado” pra parecer maior do que é kkk";;;;;
neutro;neutro;não;A voz do cara e igual do Fernando Haddad;;;;;
neutro;neutro;não;Meu avô na infância perdeu um amiguinho comido por onça,  foi alimentar os porcos e a onça levou. Em Minas Gerais, zona da mata.;;;;;
negativo;neutro;não;Interessante que vc anda na mato não vê nada. Acha que nem existe onça, apesar de ouvir falar dela. Mas, no meio das brenhas, ela pisa macio, não faz barulho e fica a observá-lo, escondida! Um perigo!;;;;;
neutro;neutro;sim;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=431"">7:11</a> mataram a onça";;;;;
neutro;neutro;não;O tal de Agro está exterminando nosso cerrado e florestas sem qualquer preocupação com os animais. Precisamos rever os processos de transformação da terra e usar métodos de agricultura regenerativa, preservando o habitat dos outros seres vivos.;;;;;
neutro;neutro;não;Isso mesmo 👏👏👏;;;;;
negativo;neutro;não;Nasci e vivi boa parte da vida na roça. O conceito era simples, a floresta é gigante e tem muito alimento para elas. Caso ocorresse de uma começar a vir comer, galinha, pato, cachorro e boi, elas eram exterminadas antes que colocasse as famílias em risco. Mais isso ocorria uma vez em cada geração. Se vc mantem a sua propriedade limpa dificilmente esses animais se aproximam. Essa coisa da população ficar normalizando animais ter mais valor que o ser humano é ridículo. Mais a opinião costuma mudar quando seu parente é atacado.;;;;;
neutro;neutro;não;Acho q esse biologo henrique e uma onça so sabe fala mal do seres humano esse cara queria ser uma onça 😂😂😂;;;;;
negativo;neutro;não;Se ela se alimentar com carne humano sim ela volta bicho e da natureza;;;;;
